CountryName,CountryCode,RegionName,RegionCode,Jurisdiction,Date,C1M_School closing,C1M_Flag,C2M_Workplace closing,C2M_Flag,C3M_Cancel public events,C3M_Flag,C4M_Restrictions on gatherings,C4M_Flag,C5M_Close public transport,C5M_Flag,C6M_Stay at home requirements,C6M_Flag,C7M_Restrictions on internal movement,C7M_Flag,C8EV_International travel controls,E1_Income support,E1_Flag,E2_Debt/contract relief,E3_Fiscal measures,E4_International support,H1_Public information campaigns,H1_Flag,H2_Testing policy,H3_Contact tracing,H4_Emergency investment in healthcare,H5_Investment in vaccines,H6M_Facial Coverings,H6M_Flag,H7_Vaccination policy,H7_Flag,H8M_Protection of elderly people,H8M_Flag,V1_Vaccine Prioritisation (summary),V2A_Vaccine Availability (summary),V2B_Vaccine age eligibility/availability age floor (general population summary),V2C_Vaccine age eligibility/availability age floor (at risk summary),V2D_Medically/ clinically vulnerable (Non-elderly),V2E_Education,V2F_Frontline workers  (non healthcare),V2G_Frontline workers  (healthcare),V3_Vaccine Financial Support (summary),V4_Mandatory Vaccination (summary),ConfirmedCases,ConfirmedDeaths,MajorityVaccinated,PopulationVaccinated,StringencyIndex_Average,GovernmentResponseIndex_Average,ContainmentHealthIndex_Average,EconomicSupportIndex
United Kingdom,GBR,,,NAT_TOTAL,20220224,1.00,0,1.00,1,1.00,1,0.00,,1.00,0,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,2.00,1.00,,0.00,3.00,0,5.00,1,2.00,0,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,18773164,187554,V,72.51,29.05,40.04,42.19,25.00
United Kingdom,GBR,,,NAT_TOTAL,20220225,1.00,0,1.00,1,1.00,1,0.00,,1.00,0,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,2.00,1.00,,0.00,3.00,0,5.00,1,2.00,0,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,18804765,187675,V,72.54,29.05,40.04,42.19,25.00
United Kingdom,GBR,,,NAT_TOTAL,20220226,1.00,0,1.00,1,1.00,1,0.00,,1.00,0,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,2.00,1.00,,0.00,3.00,0,5.00,1,2.00,0,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,18804765,187778,V,72.57,29.05,40.04,42.19,25.00
United Kingdom,GBR,,,NAT_TOTAL,20220227,1.00,0,1.00,1,1.00,1,0.00,,1.00,0,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,2.00,1.00,,0.00,3.00,0,5.00,1,2.00,0,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,18804765,187897,V,72.58,29.05,40.04,42.19,25.00
United Kingdom,GBR,,,NAT_TOTAL,20220228,1.00,0,1.00,0,1.00,0,0.00,,1.00,0,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,2.00,1.00,,0.00,3.00,0,5.00,1,2.00,0,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,18886701,188002,V,72.60,23.15,36.72,38.39,25.00
United Kingdom,GBR,,,NAT_TOTAL,20220301,1.00,0,1.00,0,1.00,0,0.00,,1.00,0,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,2.00,1.00,,0.00,3.00,0,5.00,1,2.00,0,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,18985568,188108,V,72.63,23.15,36.72,38.39,25.00
United Kingdom,GBR,,,NAT_TOTAL,20220302,1.00,0,1.00,0,1.00,0,0.00,,1.00,0,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,2.00,1.00,,0.00,3.00,0,5.00,1,2.00,0,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,19029321,188253,V,72.65,23.15,36.72,38.39,25.00
United Kingdom,GBR,,,NAT_TOTAL,20220303,1.00,0,1.00,0,1.00,0,0.00,,1.00,0,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,2.00,1.00,,0.00,3.00,0,5.00,1,2.00,0,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,19074696,188359,V,72.67,23.15,36.72,38.39,25.00
United Kingdom,GBR,,,NAT_TOTAL,20220304,1.00,0,1.00,0,1.00,0,0.00,,1.00,0,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,2.00,1.00,,0.00,3.00,0,5.00,1,2.00,0,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,19119181,188470,V,72.70,23.15,36.72,38.39,25.00
United Kingdom,GBR,,,NAT_TOTAL,20220305,1.00,0,1.00,0,1.00,0,0.00,,1.00,0,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,2.00,1.00,,0.00,3.00,0,5.00,1,2.00,0,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,19119181,188571,V,72.73,23.15,36.72,38.39,25.00
United Kingdom,GBR,,,NAT_TOTAL,20220306,1.00,0,1.00,0,1.00,0,0.00,,1.00,0,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,2.00,1.00,,0.00,3.00,0,5.00,1,2.00,0,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,19119181,188664,V,72.74,23.15,36.72,38.39,25.00
United Kingdom,GBR,,,NAT_TOTAL,20220307,1.00,0,1.00,0,1.00,0,0.00,,1.00,0,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,2.00,1.00,,0.00,3.00,0,5.00,1,2.00,0,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,19245301,188788,V,72.76,23.15,36.72,38.39,25.00
United Kingdom,GBR,,,NAT_TOTAL,20220308,1.00,0,1.00,0,1.00,0,0.00,,1.00,0,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,2.00,1.00,,0.00,3.00,0,5.00,1,2.00,0,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,19307014,188907,V,72.78,23.15,36.72,38.39,25.00
United Kingdom,GBR,,,NAT_TOTAL,20220309,1.00,0,1.00,0,1.00,0,0.00,,1.00,0,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,2.00,1.00,,0.00,3.00,0,5.00,1,2.00,0,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,19373884,189014,V,72.81,23.15,36.72,38.39,25.00
United Kingdom,GBR,,,NAT_TOTAL,20220310,1.00,0,1.00,0,1.00,0,0.00,,1.00,0,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,2.00,1.00,,0.00,3.00,0,5.00,1,2.00,0,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,19457976,189128,V,72.83,23.15,36.72,38.39,25.00
United Kingdom,GBR,,,NAT_TOTAL,20220311,1.00,0,1.00,0,1.00,0,0.00,,1.00,0,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,2.00,1.00,,0.00,3.00,0,5.00,1,2.00,0,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,19530485,189249,V,72.85,23.15,36.72,38.39,25.00
United Kingdom,GBR,,,NAT_TOTAL,20220312,1.00,0,1.00,0,1.00,0,0.00,,1.00,0,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,2.00,1.00,,0.00,3.00,0,5.00,1,2.00,0,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,19530485,189370,V,72.88,23.15,36.72,38.39,25.00
United Kingdom,GBR,,,NAT_TOTAL,20220313,1.00,0,1.00,0,1.00,0,0.00,,1.00,0,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,2.00,1.00,,0.00,3.00,0,5.00,1,2.00,0,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,19530485,189481,V,72.89,23.15,36.72,38.39,25.00
United Kingdom,GBR,,,NAT_TOTAL,20220314,1.00,0,1.00,0,1.00,0,0.00,,1.00,0,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,2.00,1.00,,0.00,3.00,0,5.00,1,2.00,0,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,19700952,189622,V,72.92,23.15,36.72,38.39,25.00
United Kingdom,GBR,,,NAT_TOTAL,20220315,1.00,0,1.00,0,1.00,0,0.00,,1.00,0,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,2.00,1.00,,0.00,3.00,0,5.00,1,2.00,0,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,19820181,189743,V,72.94,23.15,36.72,38.39,25.00
United Kingdom,GBR,,,NAT_TOTAL,20220316,1.00,0,1.00,0,1.00,0,0.00,,1.00,0,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,2.00,1.00,,0.00,3.00,0,5.00,1,2.00,0,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,19911155,189889,V,72.96,23.15,36.72,38.39,25.00
United Kingdom,GBR,,,NAT_TOTAL,20220317,1.00,0,1.00,0,1.00,0,0.00,,1.00,0,0.00,,0.00,,1.00,0.00,,1.00,,,2.00,1,2.00,1.00,,0.00,3.00,0,5.00,1,2.00,0,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,20001627,190027,V,72.98,23.15,36.72,38.39,25.00
United Kingdom,GBR,,,NAT_TOTAL,20220318,1.00,0,1.00,0,1.00,0,0.00,,1.00,0,0.00,,0.00,,0.00,0.00,,1.00,,,2.00,1,2.00,1.00,,0.00,3.00,0,5.00,1,2.00,0,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,20093762,190197,V,73.00,20.37,35.16,36.61,25.00
United Kingdom,GBR,,,NAT_TOTAL,20220319,1.00,0,1.00,0,1.00,0,0.00,,1.00,0,0.00,,0.00,,0.00,0.00,,1.00,,,2.00,1,2.00,1.00,,0.00,3.00,0,5.00,1,2.00,0,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,20093762,190362,V,73.03,20.37,35.16,36.61,25.00
United Kingdom,GBR,,,NAT_TOTAL,20220320,1.00,0,1.00,0,1.00,0,0.00,,1.00,0,0.00,,0.00,,0.00,0.00,,1.00,,,2.00,1,2.00,1.00,,0.00,3.00,0,5.00,1,2.00,0,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,20093762,190536,V,73.05,20.37,35.16,36.61,25.00
United Kingdom,GBR,,,NAT_TOTAL,20220321,1.00,0,1.00,0,1.00,0,0.00,,1.00,0,0.00,,0.00,,0.00,0.00,,1.00,,,2.00,1,2.00,1.00,,0.00,3.00,0,5.00,1,2.00,0,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,20319434,190697,V,73.06,20.37,35.16,36.61,25.00
United Kingdom,GBR,,,NAT_TOTAL,20220322,1.00,0,1.00,0,1.00,0,0.00,,1.00,0,0.00,,0.00,,0.00,0.00,,1.00,,,2.00,1,2.00,1.00,,0.00,3.00,0,5.00,1,2.00,0,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,20413731,190864,V,73.08,20.37,35.16,36.61,25.00
United Kingdom,GBR,,,NAT_TOTAL,20220323,1.00,0,1.00,0,1.00,0,0.00,,1.00,0,0.00,,0.00,,0.00,0.00,,1.00,,,2.00,1,2.00,1.00,,0.00,3.00,0,5.00,1,2.00,0,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,20515998,191022,V,73.09,20.37,35.16,36.61,25.00
United Kingdom,GBR,,,NAT_TOTAL,20220324,1.00,0,1.00,0,1.00,0,0.00,,1.00,0,0.00,,0.00,,0.00,0.00,,1.00,,,2.00,1,2.00,1.00,,0.00,3.00,0,5.00,1,2.00,0,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,20613817,191186,V,73.11,20.37,35.16,36.61,25.00
United Kingdom,GBR,,,NAT_TOTAL,20220325,1.00,0,1.00,0,1.00,0,0.00,,1.00,0,0.00,,0.00,,0.00,0.00,,1.00,,,2.00,1,2.00,1.00,,0.00,3.00,0,5.00,1,2.00,0,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,20691123,191367,V,73.13,20.37,35.16,36.61,25.00
United Kingdom,GBR,,,NAT_TOTAL,20220326,1.00,0,1.00,0,1.00,0,0.00,,1.00,0,0.00,,0.00,,0.00,0.00,,1.00,,,2.00,1,2.00,1.00,,0.00,3.00,0,5.00,1,2.00,0,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,20691123,191529,V,73.15,20.37,35.16,36.61,25.00
United Kingdom,GBR,,,NAT_TOTAL,20220327,1.00,0,1.00,0,1.00,0,0.00,,1.00,0,0.00,,0.00,,0.00,0.00,,1.00,,,2.00,1,2.00,1.00,,0.00,3.00,0,5.00,1,2.00,0,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,20691123,191687,V,73.17,20.37,35.16,36.61,25.00
United Kingdom,GBR,,,NAT_TOTAL,20220328,1.00,0,1.00,0,1.00,0,0.00,,1.00,0,0.00,,0.00,,0.00,0.00,,1.00,,,2.00,1,2.00,1.00,,0.00,3.00,0,5.00,1,2.00,0,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,20905515,191863,V,73.18,20.37,35.16,36.61,25.00
United Kingdom,GBR,,,NAT_TOTAL,20220329,1.00,0,1.00,0,1.00,0,0.00,,1.00,0,0.00,,0.00,,0.00,0.00,,1.00,,,2.00,1,2.00,1.00,,0.00,3.00,0,5.00,1,2.00,0,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,20986171,192058,V,73.20,20.37,35.16,36.61,25.00
United Kingdom,GBR,,,NAT_TOTAL,20220330,1.00,0,1.00,0,1.00,0,0.00,,1.00,0,0.00,,0.00,,0.00,0.00,,1.00,,,2.00,1,2.00,1.00,,0.00,3.00,0,5.00,1,2.00,0,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,21073009,192238,V,73.22,20.37,35.16,36.61,25.00
United Kingdom,GBR,,,NAT_TOTAL,20220331,1.00,0,1.00,0,1.00,0,0.00,,1.00,0,0.00,,0.00,,0.00,0.00,,1.00,,,2.00,1,2.00,1.00,,0.00,3.00,0,5.00,1,2.00,0,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,21147425,192430,V,73.24,20.37,35.16,36.61,25.00
United Kingdom,GBR,,,NAT_TOTAL,20220401,1.00,0,1.00,0,1.00,0,0.00,,1.00,0,0.00,,0.00,,0.00,0.00,,1.00,,,2.00,1,2.00,1.00,,0.00,3.00,0,5.00,1,2.00,0,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,21216874,192634,V,73.25,20.37,35.16,36.61,25.00
United Kingdom,GBR,,,NAT_TOTAL,20220402,1.00,0,1.00,0,1.00,0,0.00,,1.00,0,0.00,,0.00,,0.00,0.00,,1.00,,,2.00,1,2.00,1.00,,0.00,3.00,0,5.00,1,2.00,0,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,21216874,192824,V,73.28,20.37,35.16,36.61,25.00
United Kingdom,GBR,,,NAT_TOTAL,20220403,1.00,0,1.00,0,1.00,0,0.00,,1.00,0,0.00,,0.00,,0.00,0.00,,1.00,,,2.00,1,2.00,1.00,,0.00,3.00,0,5.00,1,2.00,0,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,21216874,193013,V,73.29,20.37,35.16,36.61,25.00
United Kingdom,GBR,,,NAT_TOTAL,20220404,1.00,0,1.00,0,1.00,0,0.00,,1.00,0,0.00,,0.00,,0.00,0.00,,1.00,,,2.00,1,2.00,1.00,,0.00,3.00,0,5.00,1,2.00,0,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,21359681,193188,V,73.31,20.37,35.16,36.61,25.00
United Kingdom,GBR,,,NAT_TOTAL,20220405,1.00,0,1.00,0,1.00,0,0.00,,1.00,0,0.00,,0.00,,0.00,0.00,,1.00,,,2.00,1,2.00,1.00,,0.00,3.00,0,5.00,1,2.00,0,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,21410305,193389,V,73.32,20.37,35.16,36.61,25.00
United Kingdom,GBR,,,NAT_TOTAL,20220406,1.00,0,1.00,0,1.00,0,0.00,,1.00,0,0.00,,0.00,,0.00,0.00,,1.00,,,2.00,1,2.00,1.00,,0.00,3.00,0,5.00,1,2.00,0,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,21461556,193584,V,73.34,20.37,35.16,36.61,25.00
United Kingdom,GBR,,,NAT_TOTAL,20220407,1.00,0,1.00,0,1.00,0,0.00,,1.00,0,0.00,,0.00,,0.00,0.00,,1.00,,,2.00,1,2.00,1.00,,0.00,3.00,0,5.00,1,2.00,0,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,21508546,193815,V,73.35,20.37,35.16,36.61,25.00
United Kingdom,GBR,,,NAT_TOTAL,20220408,1.00,0,1.00,0,1.00,0,0.00,,1.00,0,0.00,,0.00,,0.00,0.00,,1.00,,,2.00,1,2.00,1.00,,0.00,3.00,0,5.00,1,2.00,0,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,21549830,194052,V,73.37,20.37,35.16,36.61,25.00
United Kingdom,GBR,,,NAT_TOTAL,20220409,1.00,0,1.00,0,1.00,0,0.00,,1.00,0,0.00,,0.00,,0.00,0.00,,1.00,,,2.00,1,2.00,1.00,,0.00,3.00,0,5.00,1,2.00,0,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,21549830,194225,V,73.39,20.37,35.16,36.61,25.00
United Kingdom,GBR,,,NAT_TOTAL,20220410,1.00,0,1.00,0,1.00,0,0.00,,1.00,0,0.00,,0.00,,0.00,0.00,,1.00,,,2.00,1,2.00,1.00,,0.00,3.00,0,5.00,1,2.00,0,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,21549830,194422,V,73.41,20.37,35.16,36.61,25.00
United Kingdom,GBR,,,NAT_TOTAL,20220411,1.00,0,1.00,0,1.00,0,0.00,,1.00,0,0.00,,0.00,,0.00,0.00,,1.00,,,2.00,1,2.00,1.00,,0.00,3.00,0,5.00,1,2.00,0,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,21641004,194607,V,73.43,20.37,35.16,36.61,25.00
United Kingdom,GBR,,,NAT_TOTAL,20220412,1.00,0,1.00,0,1.00,0,0.00,,1.00,0,0.00,,0.00,,0.00,0.00,,1.00,,,2.00,1,2.00,1.00,,0.00,3.00,0,5.00,1,2.00,0,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,21679280,194805,V,73.44,20.37,35.16,36.61,25.00
United Kingdom,GBR,,,NAT_TOTAL,20220413,1.00,0,1.00,0,1.00,0,0.00,,1.00,0,0.00,,0.00,,0.00,0.00,,1.00,,,2.00,1,2.00,1.00,,0.00,3.00,0,5.00,1,2.00,0,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,21715116,195025,V,73.46,20.37,35.16,36.61,25.00
United Kingdom,GBR,,,NAT_TOTAL,20220414,1.00,0,1.00,0,1.00,0,0.00,,1.00,0,0.00,,0.00,,0.00,0.00,,1.00,,,2.00,1,2.00,1.00,,0.00,3.00,0,5.00,1,2.00,0,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,21747638,195216,V,73.48,20.37,35.16,36.61,25.00
United Kingdom,GBR,,,NAT_TOTAL,20220415,1.00,0,1.00,0,1.00,0,0.00,,1.00,0,0.00,,0.00,,0.00,0.00,,1.00,,,2.00,1,2.00,1.00,,0.00,3.00,0,5.00,1,2.00,0,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,21747638,195386,V,73.49,20.37,35.16,36.61,25.00
United Kingdom,GBR,,,NAT_TOTAL,20220416,1.00,0,1.00,0,1.00,0,0.00,,1.00,0,0.00,,0.00,,0.00,0.00,,1.00,,,2.00,1,2.00,1.00,,0.00,3.00,0,5.00,1,2.00,0,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,21747638,195550,V,73.51,20.37,35.16,36.61,25.00
United Kingdom,GBR,,,NAT_TOTAL,20220417,1.00,0,1.00,0,1.00,0,0.00,,1.00,0,0.00,,0.00,,0.00,0.00,,1.00,,,2.00,1,2.00,1.00,,0.00,3.00,0,5.00,1,2.00,0,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,21747638,195711,V,73.51,20.37,35.16,36.61,25.00
United Kingdom,GBR,,,NAT_TOTAL,20220418,1.00,0,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,,1.00,,,2.00,1,2.00,1.00,,0.00,1.00,0,5.00,1,2.00,0,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,21747638,195883,V,73.52,12.96,27.86,28.27,25.00
United Kingdom,GBR,,,NAT_TOTAL,20220419,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,,1.00,,,2.00,1,2.00,1.00,,0.00,1.00,0,5.00,1,2.00,0,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,21863944,196040,V,73.53,11.11,26.82,27.08,25.00
United Kingdom,GBR,,,NAT_TOTAL,20220420,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,,1.00,,,2.00,1,2.00,1.00,,0.00,1.00,0,5.00,1,2.00,0,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,21890037,196200,V,73.55,11.11,26.82,27.08,25.00
United Kingdom,GBR,,,NAT_TOTAL,20220421,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,,1.00,,,2.00,1,2.00,1.00,,0.00,1.00,0,5.00,1,2.00,0,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,21909509,196361,V,73.56,11.11,26.82,27.08,25.00
United Kingdom,GBR,,,NAT_TOTAL,20220422,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,,1.00,,,2.00,1,2.00,1.00,,0.00,1.00,0,5.00,1,2.00,0,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,21933206,196514,V,73.58,11.11,26.82,27.08,25.00
United Kingdom,GBR,,,NAT_TOTAL,20220423,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,,1.00,,,2.00,1,2.00,1.00,,0.00,1.00,0,5.00,1,2.00,0,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,21933206,196659,V,73.60,11.11,26.82,27.08,25.00
United Kingdom,GBR,,,NAT_TOTAL,20220424,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,,1.00,,,2.00,1,2.00,1.00,,0.00,1.00,0,5.00,1,2.00,0,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,21933206,196789,V,73.62,11.11,26.82,27.08,25.00
United Kingdom,GBR,,,NAT_TOTAL,20220425,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,,1.00,,,2.00,1,2.00,1.00,,0.00,1.00,0,5.00,1,2.00,0,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,21978198,196918,V,73.63,11.11,26.82,27.08,25.00
United Kingdom,GBR,,,NAT_TOTAL,20220426,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,,1.00,,,2.00,1,2.00,1.00,,0.00,1.00,0,5.00,1,2.00,0,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,21994809,197044,V,73.64,11.11,26.82,27.08,25.00
United Kingdom,GBR,,,NAT_TOTAL,20220427,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,,1.00,,,2.00,1,2.00,1.00,,0.00,1.00,0,5.00,1,2.00,0,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,22011920,197177,V,73.65,11.11,26.82,27.08,25.00
United Kingdom,GBR,,,NAT_TOTAL,20220428,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,,1.00,,,2.00,1,2.00,1.00,,0.00,1.00,0,5.00,1,2.00,0,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,22025925,197307,V,73.67,11.11,26.82,27.08,25.00
United Kingdom,GBR,,,NAT_TOTAL,20220429,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,,1.00,,,2.00,1,2.00,1.00,,0.00,1.00,0,5.00,1,2.00,0,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,22038340,197415,V,73.68,11.11,26.82,27.08,25.00
United Kingdom,GBR,,,NAT_TOTAL,20220430,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,,1.00,,,2.00,1,2.00,1.00,,0.00,1.00,0,5.00,1,2.00,0,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,22038340,197522,V,73.70,11.11,26.82,27.08,25.00
United Kingdom,GBR,,,NAT_TOTAL,20220501,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,,1.00,,,2.00,1,2.00,1.00,,0.00,1.00,0,5.00,1,2.00,0,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,22038340,197636,V,73.71,11.11,26.82,27.08,25.00
United Kingdom,GBR,,,NAT_TOTAL,20220502,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,,1.00,,,2.00,1,2.00,1.00,,0.00,1.00,0,5.00,1,2.00,0,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,22038340,197744,V,73.72,11.11,26.82,27.08,25.00
United Kingdom,GBR,,,NAT_TOTAL,20220503,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,,1.00,,,2.00,1,2.00,1.00,,0.00,1.00,0,5.00,1,2.00,0,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,22073858,197851,V,73.73,11.11,26.82,27.08,25.00
United Kingdom,GBR,,,NAT_TOTAL,20220504,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,,1.00,,,2.00,1,2.00,1.00,,0.00,1.00,0,5.00,1,2.00,0,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,22090523,197941,V,73.74,11.11,26.82,27.08,25.00
United Kingdom,GBR,,,NAT_TOTAL,20220505,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,,1.00,,,2.00,1,2.00,1.00,,0.00,1.00,0,5.00,1,2.00,0,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,22102983,198026,V,73.75,11.11,26.82,27.08,25.00
United Kingdom,GBR,,,NAT_TOTAL,20220506,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,,1.00,,,2.00,1,2.00,1.00,,0.00,1.00,0,5.00,1,2.00,0,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,22114034,198123,V,73.76,11.11,26.82,27.08,25.00
United Kingdom,GBR,,,NAT_TOTAL,20220507,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,,1.00,,,2.00,1,2.00,1.00,,0.00,1.00,0,5.00,1,2.00,0,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,22114034,198226,V,73.79,11.11,26.82,27.08,25.00
United Kingdom,GBR,,,NAT_TOTAL,20220508,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,,1.00,,,2.00,1,2.00,1.00,,0.00,1.00,0,5.00,1,2.00,0,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,22114034,198308,V,73.80,11.11,26.82,27.08,25.00
United Kingdom,GBR,,,NAT_TOTAL,20220509,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,,1.00,,,2.00,1,2.00,1.00,,0.00,1.00,0,5.00,1,2.00,0,2,3,5-15 yrs,5-15 yrs,2,2,2,2,5,0,22140287,198390,V,73.81,11.11,26.82,27.08,25.00
